Year,Month,Province,District,Suspected_Cases,RDT_Tested,Microscopy_Tested,Confirmed_Cases
2023,4,Luapula,Kawambwa,25012,21833,456,9675
2023,5,Luapula,Kawambwa,20602,16999,763,5731
2023,6,Luapula,Kawambwa,13287,11545,567,3740
2023,7,Luapula,Kawambwa,7824,6192,369,2394
2023,8,Luapula,Kawambwa,11704,10168,319,2711
2023,9,Luapula,Kawambwa,3454,3029,170,1243
2023,10,Luapula,Kawambwa,8282,7033,420,3128
2023,11,Luapula,Kawambwa,14159,12312,637,3501
2023,12,Luapula,Kawambwa,17830,14042,1067,3867
2023,1,Luapula,Mwense,16718,14831,415,6053
2023,2,Luapula,Mwense,32145,27765,615,9178
2023,3,Luapula,Mwense,23381,20659,866,8393
2023,4,Luapula,Mwense,15272,13326,962,4663
2023,5,Luapula,Mwense,19868,15694,993,5466
2023,6,Luapula,Mwense,12216,10280,353,2979
2023,7,Luapula,Mwense,5558,5100,192,2161
2023,8,Luapula,Mwense,5153,4707,187,1492
2023,9,Luapula,Mwense,5492,4534,186,1343
2023,10,Luapula,Mwense,8275,7256,193,3165
2023,11,Luapula,Mwense,14963,11909,863,4091
2023,12,Luapula,Mwense,14176,11208,712,4996
2023,1,Luapula,Chienge,14947,11845,650,3360
2023,2,Luapula,Chienge,11476,10014,266,3153
2023,3,Luapula,Chienge,22811,20340,413,5285
2023,4,Luapula,Chienge,12808,11301,253,4335
2023,5,Luapula,Chienge,13548,10916,380,3175
2023,6,Luapula,Chienge,3926,3499,77,1506
2023,7,Luapula,Chienge,2846,2372,56,980
2023,8,Luapula,Chienge,3355,2859,81,734
2023,9,Luapula,Chienge,2878,2303,158,909
2023,10,Luapula,Chienge,6258,5065,259,1361
2023,11,Luapula,Chienge,6487,5686,288,1967
2023,12,Luapula,Chienge,7717,6185,361,2766
2023,1,Luapula,Milenge,20499,18792,442,5344
2023,2,Luapula,Milenge,21849,18142,1129,6976
2023,3,Luapula,Milenge,22234,19065,526,6401
2023,4,Luapula,Milenge,15044,13670,407,4992
2023,5,Luapula,Milenge,18508,14614,1136,4929
2023,6,Luapula,Milenge,18718,14833,766,5104
2023,7,Luapula,Milenge,8286,6798,423,2551
2023,8,Luapula,Milenge,5748,5013,241,1793
2023,9,Luapula,Milenge,7610,6434,253,2047
2023,10,Luapula,Milenge,11103,8713,575,3845
2023,11,Luapula,Milenge,14868,13082,542,4782
2023,12,Luapula,Milenge,20373,16170,1131,5195
2023,1,Luapula,Mwansabombwe,18871,16018,1173,7065
2023,2,Luapula,Mwansabombwe,19860,16277,734,7025
2023,3,Luapula,Mwansabombwe,16000,13535,295,5743
2023,4,Luapula,Mwansabombwe,9102,7648,185,2936
2023,5,Luapula,Mwansabombwe,15234,12281,438,4514
2023,6,Luapula,Mwansabombwe,7557,5924,444,2347
2023,7,Luapula,Mwansabombwe,7178,5850,377,1701
2023,8,Luapula,Mwansabombwe,7488,5933,336,1850
2023,9,Luapula,Mwansabombwe,7706,6730,450,2386
2023,10,Luapula,Mwansabombwe,9206,7689,216,1977
2023,11,Luapula,Mwansabombwe,5910,4621,341,1894
2023,12,Luapula,Mwansabombwe,19965,16435,1185,4182
2023,1,Luapula,Chipili,18015,15331,1149,5661
2023,2,Luapula,Chipili,26717,20866,1614,6269
2023,3,Luapula,Chipili,15986,13942,409,4669
2023,4,Luapula,Chipili,14310,12651,943,4770
2023,5,Luapula,Chipili,16058,13202,371,4156
2023,6,Luapula,Chipili,10105,8590,376,3280
2023,7,Luapula,Chipili,7645,6688,500,1800
2023,8,Luapula,Chipili,3988,3186,211,1175
2023,9,Luapula,Chipili,6198,5223,256,2227
2023,10,Luapula,Chipili,4533,3990,285,1212
2023,11,Luapula,Chipili,12192,10098,365,2649
2023,12,Luapula,Chipili,11486,9501,482,3825
2023,1,Luapula,Chembe,16614,13692,280,5218
2023,2,Luapula,Chembe,15023,12510,616,5328
2023,3,Luapula,Chembe,18251,15765,626,5107
2023,4,Luapula,Chembe,28009,23002,1625,6221
2023,5,Luapula,Chembe,11610,10245,417,4200
2023,6,Luapula,Chembe,5466,4514,309,2012
2023,7,Luapula,Chembe,3562,3071,131,988
2023,8,Luapula,Chembe,7337,6121,272,2251
2023,9,Luapula,Chembe,9832,8376,389,2282
2023,10,Luapula,Chembe,8822,6906,510,1738
2023,11,Luapula,Chembe,15786,13558,451,3562
2023,12,Luapula,Chembe,15855,12811,562,3583
2023,1,Luapula,Chifunabuli,17996,15011,675,5814
2023,2,Luapula,Chifunabuli,30428,24639,1420,7884
2023,3,Luapula,Chifunabuli,13014,11341,685,4794
2023,4,Luapula,Chifunabuli,16236,15036,358,6305
2023,5,Luapula,Chifunabuli,24818,20163,1251,7794
2023,6,Luapula,Chifunabuli,18121,15057,1029,4225
2023,7,Luapula,Chifunabuli,9214,8053,219,2735
2023,8,Luapula,Chifunabuli,6782,5512,314,1412
2023,9,Luapula,Chifunabuli,4888,4061,129,1623
2023,10,Luapula,Chifunabuli,6627,5837,374,1947
2023,11,Luapula,Chifunabuli,12671,11739,284,4321
2023,12,Luapula,Chifunabuli,24349,20026,1043,5155
2023,1,Luapula,Lunga,16155,13326,380,4235
2023,2,Luapula,Lunga,27827,23597,596,9355
2023,3,Luapula,Lunga,16776,14440,667,5680
2023,4,Luapula,Lunga,29001,23066,1126,6958
2023,5,Luapula,Lunga,11488,10518,235,4245
2023,6,Luapula,Lunga,9255,7949,438,3115
2023,7,Luapula,Lunga,4368,4008,110,1798
2023,8,Luapula,Lunga,6879,5948,241,1799
2023,9,Luapula,Lunga,10690,8948,449,2312
2023,10,Luapula,Lunga,10056,8138,618,3227
2023,11,Luapula,Lunga,12036,10738,525,4166
2023,12,Luapula,Lunga,26016,22081,458,8239
2023,1,Muchinga,Chinsali,23382,19766,554,8567
2023,2,Muchinga,Chinsali,27899,22917,897,5886
2023,3,Muchinga,Chinsali,20680,18478,480,5769
2023,4,Muchinga,Chinsali,29874,25118,1924,6657
2023,5,Muchinga,Chinsali,18503,15271,879,5671
2023,6,Muchinga,Chinsali,11280,10278,338,4363
2023,7,Muchinga,Chinsali,13875,11657,632,3949
2023,8,Muchinga,Chinsali,6080,5527,164,2038
2023,9,Muchinga,Chinsali,7809,6455,387,1835
2023,10,Muchinga,Chinsali,7743,6292,273,2155
2023,11,Muchinga,Chinsali,12283,10506,796,4269
2023,12,Muchinga,Chinsali,12134,9926,705,3762
2023,1,Muchinga,Mpika,13934,11547,689,4173
2023,2,Muchinga,Mpika,17437,15269,378,4657
2023,3,Muchinga,Mpika,20347,16820,672,6371
2023,4,Muchinga,Mpika,14523,12652,699,5233
2023,5,Muchinga,Mpika,15310,13556,689,4192
2023,6,Muchinga,Mpika,11152,9402,514,2917
2023,7,Muchinga,Mpika,6102,5483,126,1463
2023,8,Muchinga,Mpika,2820,2384,102,843
2023,9,Muchinga,Mpika,5047,4219,295,1362
2023,10,Muchinga,Mpika,5668,4561,177,1273
2023,11,Muchinga,Mpika,9302,7397,401,2437
2023,12,Muchinga,Mpika,13922,10966,844,4004
2023,1,Muchinga,Isoka,18916,15242,1047,6689
2023,2,Muchinga,Isoka,22995,19691,1407,6359
2023,3,Muchinga,Isoka,26166,21811,1376,9100
2023,4,Muchinga,Isoka,28242,22670,1303,8994
2023,5,Muchinga,Isoka,29856,25519,666,6557
2023,6,Muchinga,Isoka,13396,12176,359,4317
2023,7,Muchinga,Isoka,7085,6027,277,2471
2023,8,Muchinga,Isoka,7637,6529,350,2447
2023,9,Muchinga,Isoka,6018,4870,222,1605
2023,10,Muchinga,Isoka,10406,8512,522,3039
2023,11,Muchinga,Isoka,19746,16755,1132,5781
2023,12,Muchinga,Isoka,17044,14480,654,5453
2023,1,Muchinga,Nakonde,14076,11489,793,4330
2023,2,Muchinga,Nakonde,17841,14607,386,5279
2023,3,Muchinga,Nakonde,12344,10645,554,3251
2023,4,Muchinga,Nakonde,12633,10058,557,3613
2023,5,Muchinga,Nakonde,10696,9017,278,2556
2023,6,Muchinga,Nakonde,7054,5873,414,2120
2023,7,Muchinga,Nakonde,5989,5128,258,1439
2023,8,Muchinga,Nakonde,2847,2515,106,1095
2023,9,Muchinga,Nakonde,4474,3861,215,1453
2023,10,Muchinga,Nakonde,3589,2949,110,969
2023,11,Muchinga,Nakonde,6822,6170,218,2096
2023,12,Muchinga,Nakonde,12999,11167,642,3136
2023,1,Muchinga,Mafinga,8100,6786,422,2645
2023,2,Muchinga,Mafinga,14588,12682,735,3278
2023,3,Muchinga,Mafinga,17590,14642,441,4370
2023,4,Muchinga,Mafinga,8320,7434,168,3064
2023,5,Muchinga,Mafinga,7189,5949,305,1856
2023,6,Muchinga,Mafinga,9443,8282,205,2110
2023,7,Muchinga,Mafinga,2747,2263,144,949
2023,8,Muchinga,Mafinga,2891,2301,124,823
2023,9,Muchinga,Mafinga,3075,2751,71,1207
2023,10,Muchinga,Mafinga,5627,4922,314,1479
2023,11,Muchinga,Mafinga,5275,4468,187,1750
2023,12,Muchinga,Mafinga,9954,8836,404,3298
2023,1,Muchinga,Chama,11102,8980,382,2857
2023,2,Muchinga,Chama,11194,9572,590,3523
2023,3,Muchinga,Chama,18239,15450,541,5046
2023,4,Muchinga,Chama,15406,13166,912,3893
2023,5,Muchinga,Chama,15821,13790,883,3943
2023,6,Muchinga,Chama,5860,5047,345,2072
2023,7,Muchinga,Chama,3377,2825,70,1194
2023,8,Muchinga,Chama,10845,8784,269,2248
2023,9,Muchinga,Chama,3289,2677,184,1140
2023,10,Muchinga,Chama,4353,3604,134,1358
2023,11,Muchinga,Chama,8282,6832,210,2249
2023,12,Muchinga,Chama,13112,11691,275,3046
2023,1,Muchinga,Lavushimanda,17951,14741,1112,5211
2023,2,Muchinga,Lavushimanda,12048,9810,450,4109
2023,3,Muchinga,Lavushimanda,33467,29464,1115,9079
2023,4,Muchinga,Lavushimanda,20081,17541,600,4752
2023,5,Muchinga,Lavushimanda,20810,17377,815,5452
2023,6,Muchinga,Lavushimanda,7332,6283,375,2666
2023,7,Muchinga,Lavushimanda,5526,4331,327,1910
2023,8,Muchinga,Lavushimanda,4207,3339,250,973
2023,9,Muchinga,Lavushimanda,7430,6618,176,1795
2023,10,Muchinga,Lavushimanda,10763,9499,246,2729
2023,11,Muchinga,Lavushimanda,14660,12367,727,3535
2023,12,Muchinga,Lavushimanda,7020,5604,299,2226
2023,1,Muchinga,Kanchibiya,27868,24933,1377,6430
2023,2,Muchinga,Kanchibiya,34872,31023,1025,9469
2023,3,Muchinga,Kanchibiya,24712,21294,1676,7302
2023,4,Muchinga,Kanchibiya,37959,32588,692,9618
2023,5,Muchinga,Kanchibiya,20348,18021,587,4755
2023,6,Muchinga,Kanchibiya,10788,9474,659,3223
2023,7,Muchinga,Kanchibiya,7747,6531,227,2851
2023,8,Muchinga,Kanchibiya,7067,5943,207,2178
2023,9,Muchinga,Kanchibiya,5147,4473,323,1397
2023,10,Muchinga,Kanchibiya,12439,10131,297,3044
2023,11,Muchinga,Kanchibiya,12890,11632,526,3265
2023,12,Muchinga,Kanchibiya,11214,9120,580,2690
2023,1,Muchinga,Shiwang'andu,25529,23228,1019,6931
2023,2,Muchinga,Shiwang'andu,16403,14460,717,5969
2023,3,Muchinga,Shiwang'andu,23412,19053,500,8206
2023,4,Muchinga,Shiwang'andu,23680,20858,506,7059
2023,5,Muchinga,Shiwang'andu,18290,16135,1167,5955
2023,6,Muchinga,Shiwang'andu,9587,7805,249,2398
2023,7,Muchinga,Shiwang'andu,6944,6022,301,2088
2023,8,Muchinga,Shiwang'andu,5302,4701,150,1730
2023,9,Muchinga,Shiwang'andu,5066,4035,216,1428
2023,10,Muchinga,Shiwang'andu,9519,8498,189,2571
2023,11,Muchinga,Shiwang'andu,8108,6796,455,2659
2023,12,Muchinga,Shiwang'andu,10673,9255,223,4069
2024,1,Lusaka,Lusaka,3467,2843,60,1231
2024,2,Lusaka,Lusaka,1919,1666,110,523
2024,3,Lusaka,Lusaka,2848,2556,82,844
2024,4,Lusaka,Lusaka,3968,3292,236,1443
2024,5,Lusaka,Lusaka,2498,2165,62,724
2024,6,Lusaka,Lusaka,1260,1133,40,460
2024,7,Lusaka,Lusaka,1198,1050,49,290
2024,8,Lusaka,Lusaka,785,670,38,236
2024,9,Lusaka,Lusaka,1112,905,63,320
2024,10,Lusaka,Lusaka,1547,1275,51,484
2024,11,Lusaka,Lusaka,1104,978,74,370
2024,12,Lusaka,Lusaka,3940,3394,221,879
2024,1,Lusaka,Chongwe,2416,2022,136,676
2024,2,Lusaka,Chongwe,2445,1935,119,636
2024,3,Lusaka,Chongwe,2526,2285,114,668
2024,4,Lusaka,Chongwe,1900,1541,116,562
2024,5,Lusaka,Chongwe,1337,1131,31,328
2024,6,Lusaka,Chongwe,1114,923,32,384
2024,7,Lusaka,Chongwe,751,654,27,224
2024,8,Lusaka,Chongwe,578,489,23,200
2024,9,Lusaka,Chongwe,560,454,13,195
2024,10,Lusaka,Chongwe,538,450,16,202
2024,11,Lusaka,Chongwe,1287,1084,60,351
2024,12,Lusaka,Chongwe,1566,1348,33,467
2024,1,Lusaka,Kafue,1954,1541,92,558
2024,2,Lusaka,Kafue,2296,2025,110,795
2024,3,Lusaka,Kafue,2715,2247,143,912
2024,4,Lusaka,Kafue,2107,1888,69,612
2024,5,Lusaka,Kafue,1655,1334,90,598
2024,6,Lusaka,Kafue,805,649,28,224
2024,7,Lusaka,Kafue,803,737,15,239
2024,8,Lusaka,Kafue,565,511,26,159
2024,9,Lusaka,Kafue,825,677,39,248
2024,10,Lusaka,Kafue,585,522,29,213
2024,11,Lusaka,Kafue,1883,1658,116,441
2024,12,Lusaka,Kafue,1638,1349,102,491
2024,1,Lusaka,Luangwa,2361,2053,123,824
2024,2,Lusaka,Luangwa,5106,4505,283,1636
2024,3,Lusaka,Luangwa,4663,4087,316,1820
2024,4,Lusaka,Luangwa,2706,2196,85,814
2024,5,Lusaka,Luangwa,3188,2662,58,822
2024,6,Lusaka,Luangwa,1097,858,63,362
2024,7,Lusaka,Luangwa,1220,1039,31,329
2024,8,Lusaka,Luangwa,1262,1015,74,408
2024,9,Lusaka,Luangwa,1314,1186,24,300
2024,10,Lusaka,Luangwa,982,807,47,346
2024,11,Lusaka,Luangwa,2208,1881,138,600
2024,12,Lusaka,Luangwa,2242,1841,121,666
2024,1,Lusaka,Chilanga,3826,3241,155,1264
2024,2,Lusaka,Chilanga,5539,4538,256,1245
2024,3,Lusaka,Chilanga,3633,2885,213,1150
2024,4,Lusaka,Chilanga,4020,3273,116,1197
2024,5,Lusaka,Chilanga,2302,2094,94,845
2024,6,Lusaka,Chilanga,2199,1752,86,560
2024,7,Lusaka,Chilanga,1747,1494,53,464
2024,8,Lusaka,Chilanga,1233,1018,53,324
2024,9,Lusaka,Chilanga,2281,1954,41,600
2024,10,Lusaka,Chilanga,2851,2292,182,578
2024,11,Lusaka,Chilanga,2420,2050,120,519
2024,12,Lusaka,Chilanga,2998,2434,169,913
2024,1,Lusaka,Rufunsa,5303,4258,284,1597
2024,2,Lusaka,Rufunsa,9388,7848,181,2402
2024,3,Lusaka,Rufunsa,5437,4485,314,1930
2024,4,Lusaka,Rufunsa,5512,4710,191,1572
2024,5,Lusaka,Rufunsa,6862,6156,212,2171
2024,6,Lusaka,Rufunsa,4711,3944,167,1292
2024,7,Lusaka,Rufunsa,2040,1735,48,493
2024,8,Lusaka,Rufunsa,1891,1622,55,471
2024,9,Lusaka,Rufunsa,2192,1819,58,513
2024,10,Lusaka,Rufunsa,1704,1398,93,603
2024,11,Lusaka,Rufunsa,3249,2558,162,987
2024,12,Lusaka,Rufunsa,6648,5423,216,1912
2024,1,Copperbelt,Kitwe,15438,14035,633,4483
2024,2,Copperbelt,Kitwe,10976,9187,255,3234
2024,3,Copperbelt,Kitwe,11961,9674,728,3953
2024,4,Copperbelt,Kitwe,17717,14572,741,4530
2024,5,Copperbelt,Kitwe,7907,7000,162,3040
2024,6,Copperbelt,Kitwe,10162,9111,501,2353
2024,7,Copperbelt,Kitwe,5408,4443,210,1997
2024,8,Copperbelt,Kitwe,3243,2660,194,1015
2024,9,Copperbelt,Kitwe,4332,3870,113,1389
2024,10,Copperbelt,Kitwe,4881,4527,91,1778
2024,11,Copperbelt,Kitwe,10440,9004,673,2787
2024,12,Copperbelt,Kitwe,11384,9308,422,3798
2024,1,Copperbelt,Ndola,7257,6303,334,1955
2024,2,Copperbelt,Ndola,4549,3610,288,1565
2024,3,Copperbelt,Ndola,9366,7615,360,3379
2024,4,Copperbelt,Ndola,14919,12558,490,4321
2024,5,Copperbelt,Ndola,4256,3808,213,1517
2024,6,Copperbelt,Ndola,3593,3148,215,1000
2024,7,Copperbelt,Ndola,4750,3931,218,1086
2024,8,Copperbelt,Ndola,1906,1691,48,702
2024,9,Copperbelt,Ndola,2347,1879,90,774
2024,10,Copperbelt,Ndola,2925,2378,185,731
2024,11,Copperbelt,Ndola,4333,3893,210,1610
2024,12,Copperbelt,Ndola,7525,6439,203,1990
2024,1,Copperbelt,Mufulira,11520,9652,452,2775
2024,2,Copperbelt,Mufulira,18017,15691,1102,4248
2024,3,Copperbelt,Mufulira,8181,7185,300,3101
2024,4,Copperbelt,Mufulira,4012,3414,267,1436
2024,5,Copperbelt,Mufulira,9019,7207,573,2488
2024,6,Copperbelt,Mufulira,2757,2389,178,1063
2024,7,Copperbelt,Mufulira,3062,2565,131,1051
2024,8,Copperbelt,Mufulira,3683,3207,73,991
2024,9,Copperbelt,Mufulira,2593,2371,82,958
2024,10,Copperbelt,Mufulira,4511,3843,108,1142
2024,11,Copperbelt,Mufulira,7149,6627,146,2052
2024,12,Copperbelt,Mufulira,8701,7860,286,3086
2024,1,Copperbelt,Chingola,11035,9366,368,2960
2024,2,Copperbelt,Chingola,10061,8405,604,3491
2024,3,Copperbelt,Chingola,15426,12977,924,4734
2024,4,Copperbelt,Chingola,12004,10899,261,4524
2024,5,Copperbelt,Chingola,7396,6515,323,2441
2024,6,Copperbelt,Chingola,9651,8004,341,2118
2024,7,Copperbelt,Chingola,3717,3026,95,762
2024,8,Copperbelt,Chingola,3942,3458,121,1079
2024,9,Copperbelt,Chingola,3995,3325,156,1012
2024,10,Copperbelt,Chingola,5499,4623,280,1165
2024,11,Copperbelt,Chingola,6784,5702,278,2427
2024,12,Copperbelt,Chingola,17767,15588,839,4074
2024,1,Copperbelt,Luanshya,10299,8238,485,2402
2024,2,Copperbelt,Luanshya,8832,7514,325,2402
2024,3,Copperbelt,Luanshya,9952,8739,362,2487
2024,4,Copperbelt,Luanshya,7695,6604,214,2345
2024,5,Copperbelt,Luanshya,6302,5067,212,1640
2024,6,Copperbelt,Luanshya,3887,3112,150,1335
2024,7,Copperbelt,Luanshya,1768,1422,113,597
2024,8,Copperbelt,Luanshya,2100,1769,82,633
2024,9,Copperbelt,Luanshya,2836,2559,51,711
2024,10,Copperbelt,Luanshya,2434,2046,42,586
2024,11,Copperbelt,Luanshya,4883,3904,189,1199
2024,12,Copperbelt,Luanshya,7937,6842,464,1808
2024,1,Copperbelt,Kalulushi,4688,4121,299,1699
2024,2,Copperbelt,Kalulushi,7318,6211,159,2457
2024,3,Copperbelt,Kalulushi,7035,6166,213,2649
2024,4,Copperbelt,Kalulushi,10935,9290,741,2499
2024,5,Copperbelt,Kalulushi,7021,5745,453,2039
2024,6,Copperbelt,Kalulushi,4019,3515,235,1218
2024,7,Copperbelt,Kalulushi,3340,2954,192,765
2024,8,Copperbelt,Kalulushi,2195,1890,119,594
2024,9,Copperbelt,Kalulushi,3253,2527,192,726
2024,10,Copperbelt,Kalulushi,1945,1569,52,690
2024,11,Copperbelt,Kalulushi,4565,3831,138,1639
2024,12,Copperbelt,Kalulushi,5467,4766,186,1651
2024,1,Copperbelt,Chililabombwe,11682,9612,390,3780
2024,2,Copperbelt,Chililabombwe,18172,14992,613,4973
2024,3,Copperbelt,Chililabombwe,18553,14387,1101,3789
2024,4,Copperbelt,Chililabombwe,10814,9507,622,3602
2024,5,Copperbelt,Chililabombwe,7141,6225,386,2664
2024,6,Copperbelt,Chililabombwe,5355,4839,243,1885
2024,7,Copperbelt,Chililabombwe,2661,2346,64,694
2024,8,Copperbelt,Chililabombwe,3553,2877,139,1094
2024,9,Copperbelt,Chililabombwe,3314,2719,193,750
2024,10,Copperbelt,Chililabombwe,5402,4436,236,1358
2024,11,Copperbelt,Chililabombwe,4748,4282,172,1884
2024,12,Copperbelt,Chililabombwe,11061,9195,527,2420
2024,1,Copperbelt,Lufwanyama,11988,10473,813,3467
2024,2,Copperbelt,Lufwanyama,16553,14409,845,5781
2024,3,Copperbelt,Lufwanyama,8046,6698,472,2600
2024,4,Copperbelt,Lufwanyama,8140,6783,458,2426
2024,5,Copperbelt,Lufwanyama,7895,7123,208,3105
2024,6,Copperbelt,Lufwanyama,7531,6927,163,2474
2024,7,Copperbelt,Lufwanyama,3731,3258,67,1257
2024,8,Copperbelt,Lufwanyama,3341,2988,65,900
2024,9,Copperbelt,Lufwanyama,4871,3916,217,1023
2024,10,Copperbelt,Lufwanyama,3756,2972,228,1285
2024,11,Copperbelt,Lufwanyama,6452,5932,185,2132
2024,12,Copperbelt,Lufwanyama,8903,6975,514,2782
2024,1,Copperbelt,Mpongwe,7803,6823,216,2603
2024,2,Copperbelt,Mpongwe,19110,15712,850,5367
2024,3,Copperbelt,Mpongwe,18524,16991,557,5267
2024,4,Copperbelt,Mpongwe,14327,11570,480,4907
2024,5,Copperbelt,Mpongwe,12626,10785,304,3846
2024,6,Copperbelt,Mpongwe,5373,4579,189,1764
2024,7,Copperbelt,Mpongwe,4069,3289,248,1398
2024,8,Copperbelt,Mpongwe,2875,2450,120,1057
2024,9,Copperbelt,Mpongwe,3225,2897,60,1206
2024,10,Copperbelt,Mpongwe,4543,3750,249,1631
2024,11,Copperbelt,Mpongwe,8910,7940,498,2570
2024,12,Copperbelt,Mpongwe,5659,4771,194,2136
2024,1,Copperbelt,Masaiti,8096,6746,245,2026
2024,2,Copperbelt,Masaiti,14061,12099,642,3568
2024,3,Copperbelt,Masaiti,11219,9736,628,3501
2024,4,Copperbelt,Masaiti,10525,8801,231,3555
2024,5,Copperbelt,Masaiti,4303,3687,120,1269
2024,6,Copperbelt,Masaiti,5987,5059,395,1622
2024,7,Copperbelt,Masaiti,3682,3128,160,1344
2024,8,Copperbelt,Masaiti,1953,1595,42,702
2024,9,Copperbelt,Masaiti,2555,2106,123,901
2024,10,Copperbelt,Masaiti,3346,2808,214,1235
2024,11,Copperbelt,Masaiti,8080,7088,476,2289
2024,12,Copperbelt,Masaiti,10563,8865,184,2500
2024,1,Central,Kabwe,7821,6667,466,2221
2024,2,Central,Kabwe,10307,8773,348,3530
2024,3,Central,Kabwe,17106,13802,974,3688
2024,4,Central,Kabwe,6580,5895,345,2626
2024,5,Central,Kabwe,7680,6044,364,2217
2024,6,Central,Kabwe,5718,4845,157,1360
2024,7,Central,Kabwe,3006,2406,118,759
2024,8,Central,Kabwe,1756,1519,101,658
2024,9,Central,Kabwe,1478,1321,78,518
2024,10,Central,Kabwe,2758,2427,58,821
2024,11,Central,Kabwe,6604,5219,324,1747
2024,12,Central,Kabwe,5629,4846,151,1820
2024,1,Central,Chibombo,11623,9725,487,2469
2024,2,Central,Chibombo,20593,17367,708,5551
2024,3,Central,Chibombo,9040,8207,361,3413
2024,4,Central,Chibombo,16624,13963,550,4072
2024,5,Central,Chibombo,11775,10223,611,4116
2024,6,Central,Chibombo,8374,7053,203,1861
2024,7,Central,Chibombo,7701,6893,392,1797
2024,8,Central,Chibombo,2210,1949,68,820
2024,9,Central,Chibombo,4257,3927,105,1255
2024,10,Central,Chibombo,4599,3749,181,1678
2024,11,Central,Chibombo,13248,10674,750,2973
2024,12,Central,Chibombo,11474,10271,627,2595
2024,1,Central,Kapiri Mposhi,6970,5807,125,2424
2024,2,Central,Kapiri Mposhi,5886,5080,224,2143
2024,3,Central,Kapiri Mposhi,12203,9506,732,3067
2024,4,Central,Kapiri Mposhi,9114,7379,412,2249
2024,5,Central,Kapiri Mposhi,5247,4267,236,1708
2024,6,Central,Kapiri Mposhi,5822,4896,386,1635
2024,7,Central,Kapiri Mposhi,2530,2038,93,835
2024,8,Central,Kapiri Mposhi,3437,2829,184,948
2024,9,Central,Kapiri Mposhi,3071,2398,165,621
2024,10,Central,Kapiri Mposhi,2507,2080,73,848
2024,11,Central,Kapiri Mposhi,5978,4830,227,1350
2024,12,Central,Kapiri Mposhi,7582,6802,298,2389
2024,1,Central,Mkushi,10904,9164,692,2851
2024,2,Central,Mkushi,12322,10426,728,3712
2024,3,Central,Mkushi,18629,15785,498,5447
2024,4,Central,Mkushi,9601,7659,562,3340
2024,5,Central,Mkushi,10511,8530,418,2890
2024,6,Central,Mkushi,5020,4428,95,1658
2024,7,Central,Mkushi,5707,4501,334,1402
2024,8,Central,Mkushi,4192,3537,99,907
2024,9,Central,Mkushi,3996,3319,265,973
2024,10,Central,Mkushi,2800,2393,134,995
2024,11,Central,Mkushi,7653,6625,269,2190
2024,12,Central,Mkushi,7446,6249,329,2546
2024,1,Central,Mumbwa,11938,10064,803,3919
2024,2,Central,Mumbwa,13923,11599,581,4033
2024,3,Central,Mumbwa,12629,11075,337,3648
2024,4,Central,Mumbwa,12143,9827,670,3454
2024,5,Central,Mumbwa,8621,7407,576,2706
2024,6,Central,Mumbwa,4276,3650,235,1312
2024,7,Central,Mumbwa,4695,3962,150,1357
2024,8,Central,Mumbwa,2689,2361,121,950
2024,9,Central,Mumbwa,3871,3484,140,1105
2024,10,Central,Mumbwa,2920,2399,122,988
2024,11,Central,Mumbwa,4525,3877,148,1413
2024,12,Central,Mumbwa,9087,7408,297,2214
2024,1,Central,Serenje,9375,7539,517,2608
2024,2,Central,Serenje,9553,8689,339,2397
2024,3,Central,Serenje,7026,6431,178,2814
2024,4,Central,Serenje,11391,9662,731,2836
2024,5,Central,Serenje,6397,5345,129,2212
2024,6,Central,Serenje,5963,5176,284,1760
2024,7,Central,Serenje,6698,5418,386,1379
2024,8,Central,Serenje,2386,2111,154,902
2024,9,Central,Serenje,3169,2766,97,850
2024,10,Central,Serenje,4715,3842,181,1090
2024,11,Central,Serenje,3852,3530,116,1528
2024,12,Central,Serenje,7667,6007,389,2564
2024,1,Central,Itezhi-Tezhi,6905,6063,315,2264
2024,2,Central,Itezhi-Tezhi,9234,7737,307,3063
2024,3,Central,Itezhi-Tezhi,8322,7304,260,3182
2024,4,Central,Itezhi-Tezhi,12004,10615,280,3706
2024,5,Central,Itezhi-Tezhi,6615,5568,236,2502
2024,6,Central,Itezhi-Tezhi,3848,3390,119,1319
2024,7,Central,Itezhi-Tezhi,5420,4626,250,1686
2024,8,Central,Itezhi-Tezhi,3989,3427,131,1000
2024,9,Central,Itezhi-Tezhi,2405,2069,130,784
2024,10,Central,Itezhi-Tezhi,4056,3674,127,950
2024,11,Central,Itezhi-Tezhi,4835,4114,180,1206
2024,12,Central,Itezhi-Tezhi,11661,10177,548,2772
2024,1,Central,Chitambo,7232,5884,299,2596
2024,2,Central,Chitambo,11581,9377,599,2522
2024,3,Central,Chitambo,6451,5247,315,2200
2024,4,Central,Chitambo,4655,3991,266,1794
2024,5,Central,Chitambo,9795,8673,447,3171
2024,6,Central,Chitambo,5672,4593,245,1547
2024,7,Central,Chitambo,3520,3081,78,1122
2024,8,Central,Chitambo,3664,2998,103,895
2024,9,Central,Chitambo,2145,1727,121,777
2024,10,Central,Chitambo,2968,2548,117,951
2024,11,Central,Chitambo,8756,6832,534,1750
2024,12,Central,Chitambo,6254,5371,362,1949
2024,1,Central,Luano,7074,6054,128,1612
2024,2,Central,Luano,3530,2933,209,1106
2024,3,Central,Luano,3708,3325,88,1309
